,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
821,Birke Baehr: What's wrong with our food system,Birke Baehr,359,670,653,500,1187,293,370,218,129,179,811,55,263,37,5724
822,"William Ury: The walk from ""no"" to ""yes""",William Ury,776,1744,333,369,357,313,285,27,69,172,127,102,30,14,4718
823,Marcel Dicke: Why not eat insects?,Marcel Dicke,342,164,70,70,111,279,83,123,59,37,15,16,19,28,1416
824,Bart Weetjens: How I taught rats to sniff out land mines,Bart Weetjens,505,107,294,155,50,131,310,32,3,15,6,6,0,0,1614
825,Arthur Potts Dawson: A vision for sustainable restaurants,Arthur Potts Dawson,88,107,121,86,154,309,166,21,11,23,7,32,28,24,1177
826,Halla Tómasdóttir: A feminine response to Iceland's financial crash,Halla Tómasdóttir,205,262,447,132,55,56,27,34,44,79,12,10,72,48,1483
827,Tony Porter: A call to men,Tony Porter,2055,1555,835,290,633,23,63,322,121,73,234,62,77,19,6362
828,Kiran Bedi: A police chief with a difference,Kiran Bedi,141,613,787,170,79,47,143,73,26,95,14,9,13,27,2237
829,Hanna Rosin: New data on the rise of women,Hanna Rosin,240,375,179,286,170,63,97,359,43,59,40,77,27,16,2031
830,Diana Laufenberg: How to learn? From mistakes,Diana Laufenberg,1042,463,115,195,547,42,176,117,54,142,51,27,26,16,3013
831,Rufus Griscom + Alisa Volkman: Let's talk parenting taboos,Rufus Griscom + Alisa Volkman,187,488,702,371,593,98,196,177,188,36,86,71,69,12,3274
832,Rachel Botsman: The case for collaborative consumption,Rachel Botsman,489,245,339,515,682,74,57,58,58,18,37,38,20,23,2653
833,Ken Robinson: Changing education paradigms,Ken Robinson,1452,1460,1364,1803,27,330,893,634,574,280,118,22,41,34,9032
834,Beverly + Dereck Joubert: Life lessons from big cats,Beverly + Dereck Joubert,40,391,197,285,240,376,172,16,131,2,7,2,3,15,1877
835,Sheryl Sandberg: Why we have too few women leaders,Sheryl Sandberg,3817,1084,1149,1360,447,128,228,466,129,171,236,86,52,51,9404
836,Majora Carter: 3 stories of local eco-entrepreneurship,Majora Carter,107,303,21,114,59,46,43,10,47,6,7,28,21,3,815
837,Brené Brown: The power of vulnerability,Brené Brown,21444,2100,7942,4638,8280,4561,5225,3510,1094,500,233,155,113,283,60078
838,Barry Schwartz: Using our practical wisdom,Barry Schwartz,175,383,96,583,99,805,18,186,70,84,35,95,9,9,2647
839,Arianna Huffington: How to succeed? Get more sleep,Arianna Huffington,216,1103,540,560,47,666,163,527,57,126,374,304,76,147,4906
840,Lesley Hazleton: On reading the Koran,Lesley Hazleton,488,593,1093,1208,874,896,202,135,155,257,77,61,66,233,6338
841,Charles Limb: Your brain on improv,Charles Limb,833,377,91,296,467,334,88,79,19,74,77,26,23,14,2798
842,"Deborah Rhodes: A test that finds 3x more breast tumors, and why it's not available to you",Deborah Rhodes,433,60,634,480,441,299,203,182,17,26,10,4,34,5,2828
843,Neil Pasricha: The 3 A's of awesome,Neil Pasricha,596,4019,861,1285,556,569,217,184,143,156,102,58,37,17,8800
844,Jody Williams: A realistic vision for world peace,Jody Williams,375,220,49,172,121,81,57,33,13,32,11,82,15,15,1276
845,Amber Case: We are all cyborgs now,Amber Case,107,324,143,189,222,563,125,256,461,41,72,40,39,23,2605
846,Thomas Thwaites: How I built a toaster -- from scratch,Thomas Thwaites,238,515,242,162,152,97,89,41,34,53,21,20,17,10,1691
847,"Elizabeth Lesser: Take ""the Other"" to lunch",Elizabeth Lesser,962,369,305,149,239,82,133,59,16,77,102,113,24,30,2660
848,Ali Carr-Chellman: Gaming to re-engage boys in learning,Ali Carr-Chellman,524,80,582,145,165,202,315,63,15,174,52,52,16,8,2393
849,Naomi Klein: Addicted to risk,Naomi Klein,412,461,90,14,95,611,310,32,60,29,58,80,155,13,2420
850,Charity Tillemann-Dick: Singing after a double lung transplant,Charity Tillemann-Dick,223,480,312,30,195,24,9,5,7,73,37,43,23,11,1472
851,Van Jones: The economic injustice of plastic,Van Jones,246,33,340,114,244,77,73,88,163,22,42,46,87,46,1621
852,Anders Ynnerman: Visualizing the medical data explosion,Anders Ynnerman,245,312,149,183,95,33,20,6,21,10,2,10,5,2,1093
853,Heather Knight: Silicon-based comedy,Heather Knight,162,410,42,188,27,79,194,45,102,26,70,21,20,7,1393
854,Martin Jacques: Understanding the rise of China,Martin Jacques,812,1378,81,728,517,256,74,130,39,134,156,117,68,29,4519
855,Thomas Goetz: It's time to redesign medical data,Thomas Goetz,392,40,20,205,211,411,93,22,26,14,19,6,2,3,1464
856,Liza Donnelly: Drawing on humor for change,Liza Donnelly,766,64,110,101,462,177,18,71,11,100,66,15,14,99,2074
857,"Ariel Garten: Know thyself, with a brain scanner",Ariel Garten,156,95,25,84,106,31,60,144,44,94,23,18,28,1,909
858,Bruce Feiler: The council of dads,Bruce Feiler,278,112,114,38,26,32,25,9,7,16,12,32,9,10,720
859,Kate Orff: Reviving New York's rivers -- with oysters!,Kate Orff,127,173,36,155,24,78,140,35,36,39,13,13,13,7,889
860,Dale Dougherty: We are makers,Dale Dougherty,277,51,52,60,147,94,90,126,11,17,14,58,13,13,1023
861,Johanna Blakley: Social media and the end of gender,Johanna Blakley,152,175,466,114,41,190,35,30,255,45,25,21,22,8,1579
862,Christopher McDougall: Are we born to run?,Christopher McDougall,493,715,851,98,610,96,98,116,124,73,27,23,59,38,3421
863,"Suheir Hammad: Poems of war, peace, women, power",Suheir Hammad,97,164,311,42,23,334,15,86,45,17,29,17,8,7,1195
864,Nigel Marsh: How to make work-life balance work,Nigel Marsh,981,3318,1360,448,213,401,446,221,426,112,47,29,18,16,8036
865,Cynthia Breazeal: The rise of personal robots,Cynthia Breazeal,115,264,287,366,51,112,123,53,73,196,35,14,48,18,1755
866,Hawa Abdi + Deqo Mohamed: Mother and daughter doctor-heroes,Hawa Abdi + Deqo Mohamed,60,301,73,186,50,2,14,12,17,27,5,2,2,0,751
867,Michael Pawlyn: Using nature's genius in architecture,Michael Pawlyn,358,796,1108,573,1321,11,154,512,71,8,14,36,8,10,4980
868,Geert Chatrou: A whistleblower you haven't heard,Geert Chatrou,216,207,175,244,5,11,30,83,44,38,14,49,4,4,1124
869,Krista Tippett: Reconnecting with compassion,Krista Tippett,320,175,124,40,47,16,41,47,84,13,38,10,11,0,966
870,Patricia Kuhl: The linguistic genius of babies,Patricia Kuhl,294,1646,1367,37,351,497,90,273,141,153,32,26,23,21,4951
871,Jacqueline Novogratz: Inspiring a life of immersion,Jacqueline Novogratz,261,864,307,294,108,109,102,54,73,44,6,27,13,4,2266
872,"Lisa Gansky: The future of business is the ""mesh""",Lisa Gansky,10,138,200,62,37,18,37,68,50,44,7,7,13,8,699
873,Madeleine Albright: On being a woman and a diplomat,Madeleine Albright,507,175,68,126,215,121,137,22,38,15,32,28,12,4,1500
874,Noreena Hertz: How to use experts -- and when not to,Noreena Hertz,325,356,47,45,282,138,179,273,109,100,211,27,30,3,2125
875,Iain Hutchison: Saving faces: A facial surgeon's craft,Iain Hutchison,67,104,179,34,169,93,31,43,16,6,11,8,3,5,769
876,Elizabeth Lindsey: Curating humanity's heritage,Elizabeth Lindsey,58,12,16,38,45,36,46,71,173,178,36,50,13,11,783
877,Danny Hillis: Understanding cancer through proteomics,Danny Hillis,39,161,84,143,41,5,24,107,150,18,4,15,11,5,807
878,"Ahn Trio: A modern take on piano, violin, cello",Ahn Trio,466,156,18,111,80,43,13,15,21,6,12,19,3,8,971
879,Wadah Khanfar: A historic moment in the Arab world,Wadah Khanfar,128,666,128,227,217,194,31,78,24,42,16,9,19,4,1783
880,JR: My wish: Use art to turn the world inside out,JR,386,523,402,1335,555,433,191,19,28,27,87,62,50,16,4114
881,Wael Ghonim: Inside the Egyptian revolution,Wael Ghonim,327,677,105,125,41,118,107,67,20,19,13,14,7,8,1648
882,Bill Gates: How state budgets are breaking US schools,Bill Gates,690,385,61,207,124,28,125,64,53,108,31,69,9,15,1969
883,Anthony Atala: Printing a human kidney,Anthony Atala,396,544,111,873,635,457,49,91,38,10,9,6,17,14,3250
884,Courtney E. Martin: This isn't her mother's feminism,Courtney E. Martin,173,514,70,82,118,64,125,183,73,21,95,19,18,113,1668
885,Sal Khan: Let's use video to reinvent education,Sal Khan,1971,1258,2681,918,787,989,258,172,258,243,45,29,53,42,9704
886,Deb Roy: The birth of a word,Deb Roy,970,85,832,588,583,391,1330,110,49,31,96,83,29,68,5245
887,Rob Harmon: How to keep rivers and streams flowing,Rob Harmon,183,135,53,14,155,27,139,23,13,7,17,15,41,8,830
888,David Brooks: The social animal,David Brooks,347,417,390,427,36,98,83,70,708,209,93,124,28,93,3123
889,Janna Levin: The sound the universe makes,Janna Levin,183,525,343,110,199,31,74,43,66,91,72,90,23,28,1878
890,Mark Bezos: A life lesson from a volunteer firefighter,Mark Bezos,2079,1003,336,85,370,58,381,76,95,43,16,8,10,10,4570
891,Rogier van der Heide: Why light needs darkness,Rogier van der Heide,273,252,307,308,88,68,10,3,44,22,11,5,9,73,1473
892,Sarah Kay: If I should have a daughter ...,Sarah Kay,1567,4986,4430,1220,498,116,76,77,1266,348,612,107,118,174,15595
893,Hans Rosling: The magic washing machine,Hans Rosling,457,506,826,750,869,692,195,84,122,21,124,26,19,25,4716
894,"Isabel Behncke: Evolution's gift of play, from bonobo apes to humans",Isabel Behncke,199,117,279,203,253,157,145,44,84,22,41,51,20,34,1649
895,Paul Root Wolpe: It's time to question bio-engineering,Paul Root Wolpe,95,104,663,926,690,232,94,118,64,47,37,19,19,37,3145
896,Eythor Bender: Human exoskeletons -- for war and healing,Eythor Bender,278,294,508,381,90,163,98,101,73,15,15,54,44,11,2125
897,Claron McFadden: Singing the primal mystery,Claron McFadden,71,139,107,39,36,23,47,28,15,46,11,21,13,5,601
898,Patricia Ryan: Don't insist on English!,Patricia Ryan ,1087,183,29,400,532,26,275,278,140,214,149,59,111,13,3496
899,"Ralph Langner: Cracking Stuxnet, a 21st-century cyber weapon",Ralph Langner,53,27,505,311,355,145,134,64,29,82,16,30,13,11,1775
900,Handspring Puppet Co.: The genius puppetry behind War Horse,Handspring Puppet Co.,342,53,77,417,215,337,370,29,13,75,19,17,21,12,1997
901,Sebastian Thrun: Google's driverless car,Sebastian Thrun,351,368,367,248,203,131,381,50,53,62,15,12,11,15,2267
902,"Eric Whitacre: A virtual choir 2,000 voices strong",Eric Whitacre,1803,1921,1310,818,808,131,35,47,24,43,15,8,13,5,6981
903,AnnMarie Thomas: Hands-on science with squishy circuits,AnnMarie Thomas,212,236,137,38,62,78,379,36,3,16,51,2,6,11,1267
904,"Stanley McChrystal: Listen, learn ... then lead",Stanley McChrystal,137,404,1443,71,200,553,295,86,87,201,21,36,30,24,3588
905,Chade-Meng Tan: Everyday compassion at Google,Chade-Meng Tan,44,34,109,440,142,37,33,63,97,27,97,13,16,13,1165
906,Morgan Spurlock: The greatest TED Talk ever sold,Morgan Spurlock,50,279,939,283,465,281,194,38,48,312,91,37,53,33,3103
907,Mick Ebeling: The invention that unlocked a locked-in artist,Mick Ebeling,414,186,822,172,19,13,67,147,297,45,5,4,0,0,2191
908,Caroline Casey: Looking past limits,Caroline Casey,2141,1203,216,376,705,262,93,29,63,52,39,11,22,34,5246
909,Jackson Browne: A song inspired by the ocean,Jackson Browne,61,131,15,130,16,4,16,13,10,42,7,10,16,2,473
910,David Christian: The history of our world in 18 minutes,David Christian,2304,1726,1238,452,224,66,47,526,469,147,82,78,48,345,7752
911,Dave Meslin: The antidote to apathy,Dave Meslin,335,1230,216,60,684,1076,215,9,144,76,69,38,10,9,4171
912,Roger Ebert: Remaking my voice,Roger Ebert,273,164,614,235,443,53,111,8,41,23,15,4,18,0,2002
913,Marcin Jakubowski: Open-sourced blueprints for civilization,Marcin Jakubowski,1086,411,250,338,1152,323,353,41,65,2,12,12,3,6,4054
914,"Susan Lim: Transplant cells, not organs",Susan Lim,1135,4185,738,59,85,22,13,309,103,142,46,9,6,7,6859
915,Sam Richards: A radical experiment in empathy,Sam Richards,506,1161,1117,429,320,1072,236,189,129,129,209,167,53,13,5730
916,Kathryn Schulz: On being wrong,Kathryn Schulz,2626,649,1250,959,550,462,683,652,400,202,228,259,73,129,9122
917,John Hunter: Teaching with the World Peace Game,John Hunter,800,1743,271,475,550,467,239,132,59,42,25,31,6,10,4850
918,Anil Ananthaswamy: What it takes to do extreme astrophysics,Anil Ananthaswamy,113,255,259,26,161,62,64,36,2,25,9,27,9,11,1059
919,Ric Elias: 3 things I learned while my plane crashed,Ric Elias,1942,327,5834,695,313,932,211,357,821,66,25,76,28,31,11658
920,Harvey Fineberg: Are we ready for neo-evolution?,Harvey Fineberg,230,217,467,607,171,47,31,67,73,86,84,28,56,12,2176
921,Bruce Schneier: The security mirage,Bruce Schneier,250,18,153,443,38,70,138,20,137,52,8,21,11,14,1373
922,Angela Belcher: Using nature to grow batteries,Angela Belcher,456,636,539,243,255,102,16,30,15,11,23,64,25,9,2424
923,Mike Matas: A next-generation digital book,Mike Matas,132,320,256,355,45,143,60,182,112,214,19,11,8,6,1863
924,Arvind Gupta: Turning trash into toys for learning,Arvind Gupta,384,183,738,474,125,51,182,145,6,50,72,16,14,1,2441
925,"Eli Pariser: Beware online ""filter bubbles""",Eli Pariser,2514,1086,3467,1000,777,625,246,235,74,21,26,33,69,32,10205
926,"Aicha el-Wafi + Phyllis Rodriguez: The mothers who found forgiveness, friendship",Aicha el-Wafi + Phyllis Rodriguez,385,229,10,338,30,8,37,26,24,13,7,25,20,2,1154
927,Carlo Ratti: Architecture that senses and responds,Carlo Ratti,82,235,133,104,234,164,57,27,67,28,21,9,18,12,1191
928,Suzanne Lee: Grow your own clothes,Suzanne Lee,67,250,366,330,230,82,32,62,30,50,5,10,6,36,1556
929,Sean Carroll: Distant time and the hint of a multiverse,Sean Carroll,161,248,673,73,1032,173,179,71,48,47,168,73,39,7,2992
930,Louie Schwartzberg: The hidden beauty of pollination,Louie Schwartzberg,1626,512,726,638,60,84,47,172,13,20,18,12,21,16,3965
931,Paul Nicklen: Animal tales from icy wonderlands,Paul Nicklen,922,219,1125,402,617,275,889,295,33,30,9,4,3,6,4829
932,"Fiorenzo Omenetto: Silk, the ancient material of the future",Fiorenzo Omenetto,311,581,468,8,336,216,87,24,37,3,9,7,15,7,2109
933,Ron Gutman: The hidden power of smiling,Ron Gutman,921,1814,978,620,1041,68,167,565,75,68,256,12,22,37,6644
934,Amit Sood: Building a museum of museums on the web,Amit Sood,123,182,249,249,224,164,29,32,38,11,3,0,0,0,1304
935,Leonard Susskind: My friend Richard Feynman,Leonard Susskind,183,175,179,250,18,78,19,83,77,32,7,12,20,5,1138
936,Ed Boyden: A light switch for neurons,Ed Boyden,18,269,468,384,384,155,23,29,30,13,37,28,7,0,1845
937,Thomas Heatherwick: Building the Seed Cathedral,Thomas Heatherwick,8,15,33,290,64,597,557,445,548,54,43,3,92,6,2755
938,Elliot Krane: The mystery of chronic pain,Elliot Krane,1494,58,596,111,142,178,359,94,61,50,22,17,12,1,3195
939,"Edith Widder: The weird, wonderful world of bioluminescence",Edith Widder,222,527,597,173,91,262,4,54,24,5,9,15,18,11,2012
940,Terry Moore: How to tie your shoes,Terry Moore,558,54,1410,255,237,174,1108,28,206,167,49,22,94,21,4383
941,Improv Everywhere: Gotta share!,Improv Everywhere,735,58,25,218,151,73,37,56,94,46,40,81,40,27,1681
942,Aaron Koblin: Visualizing ourselves ... with crowd-sourced data,Aaron Koblin,239,448,570,78,36,487,618,35,62,195,42,23,35,19,2887
943,Bruce Aylward: How we'll stop polio for good,Bruce Aylward,132,248,68,41,140,15,5,42,26,6,10,2,1,3,739
944,Shirin Neshat: Art in exile,Shirin Neshat,258,94,320,151,39,43,17,135,5,34,35,26,9,11,1177
945,Mustafa Akyol: Faith versus tradition in Islam,Mustafa Akyol,191,366,720,166,60,54,344,103,199,45,49,81,28,18,2424
946,"Robert Gupta + Joshua Roman: On violin and cello, ""Passacaglia""",Robert Gupta + Joshua Roman,545,188,161,89,14,27,26,6,2,6,4,4,2,0,1074
947,Malcolm McLaren: Authentic creativity vs. karaoke culture,Malcolm McLaren,43,25,164,61,51,51,106,57,25,62,80,35,29,36,825
948,Dennis Hong: Making a car for blind drivers,Dennis Hong,62,166,275,363,86,44,187,23,82,13,5,14,6,1,1327
949,Stefan Sagmeister: 7 rules for making more happiness,Stefan Sagmeister,306,149,331,236,152,80,99,92,51,127,80,32,20,13,1768
950,Aaron O'Connell: Making sense of a visible quantum object,Aaron O'Connell,1347,674,468,98,49,144,38,389,143,210,261,41,91,32,3985
951,Jessi Arrington: Wearing nothing new,Jessi Arrington,518,311,311,172,44,128,151,140,11,91,101,84,16,17,2095
952,"Damon Horowitz: We need a ""moral operating system""",Damon Horowitz,289,108,227,176,109,34,123,102,76,77,36,19,26,22,1424
953,Jack Horner: Building a dinosaur from a chicken,Jack Horner,115,222,425,337,59,538,63,114,15,29,33,25,11,4,1990
954,Janet Echelman: Taking imagination seriously,Janet Echelman,362,1132,532,584,1060,16,160,65,94,46,38,26,41,2,4158
955,Paul Romer: The world's first charter city?,Paul Romer,54,104,162,159,60,126,107,13,146,30,24,59,4,26,1074
956,Alice Dreger: Is anatomy destiny?,Alice Dreger,147,458,257,336,55,67,61,37,257,58,19,45,24,6,1827
957,JD Schramm: Break the silence for suicide attempt survivors,JD Schramm,559,812,104,142,130,45,159,37,56,9,3,3,6,16,2081
958,Daniel Kraft: Medicine's future? There's an app for that,Daniel Kraft,365,21,424,269,20,25,161,85,9,16,33,22,36,280,1766
959,Shea Hembrey: How I became 100 artists,Shea Hembrey,488,461,172,181,334,231,21,28,23,15,55,23,10,28,2070
960,"Steve Keil: A manifesto for play, for Bulgaria and beyond",Steve Keil,49,248,98,420,86,30,9,85,112,25,61,16,40,16,1295
961,Camille Seaman: Haunting photos of polar ice,Camille Seaman,140,25,321,645,135,131,13,150,59,11,13,37,24,12,1716
962,Onyx Ashanti: This is beatjazz,Onyx Ashanti,101,117,214,156,145,138,74,139,44,64,20,33,25,12,1282
963,Maya Beiser: A cello with many voices,Maya Beiser,54,292,134,132,46,27,46,37,14,13,4,46,9,5,859
964,Bill Ford: A future beyond traffic gridlock,Bill Ford,129,196,141,151,186,299,85,48,45,12,40,19,8,0,1359
965,Daniel Tammet: Different ways of knowing,Daniel Tammet,807,80,207,402,149,90,399,261,74,96,152,67,28,6,2818
966,Jok Church: A circle of caring,Jok Church,14,52,324,90,334,196,24,14,27,21,21,41,7,8,1173
967,Honor Harger: A history of the universe in sound,Honor Harger,220,252,66,110,100,29,13,31,21,30,15,6,3,0,896
968,Joshua Walters: On being just crazy enough,Joshua Walters,225,63,93,469,250,295,456,477,120,148,120,164,36,94,3010
969,Emiliano Salinas: A civil response to violence,Emiliano Salinas,496,211,57,440,131,52,43,96,16,39,38,25,19,7,1670
970,Rajesh Rao: A Rosetta Stone for a lost language,Rajesh Rao,641,227,72,518,40,44,190,93,5,17,10,4,19,29,1909
971,Dave deBronkart: Meet e-Patient Dave,Dave deBronkart,110,438,232,237,75,225,21,40,41,21,7,6,8,0,1461
972,Robert Hammond: Building a park in the sky,Robert Hammond,199,491,6685,266,120,50,48,5,92,28,29,7,2,1,8023
973,Matt Cutts: Try something new for 30 days,Matt Cutts,6171,1977,1427,386,680,542,560,322,528,111,128,36,30,25,12923
974,Nathan Myhrvold: Cooking as never seen before,Nathan Myhrvold,142,204,120,238,218,251,134,135,15,121,77,35,34,26,1750
975,Jonathan Drori: The beautiful tricks of flowers,Jonathan Drori,396,513,72,564,62,45,136,47,14,5,23,13,4,0,1894
976,Simon Lewis: Don't take consciousness for granted,Simon Lewis,284,167,150,220,160,36,36,30,49,48,8,21,21,0,1230
977,Nina Tandon: Caring for engineered tissue,Nina Tandon,53,23,30,126,14,136,7,114,131,19,13,21,110,11,808
978,Rebecca MacKinnon: Let's take back the Internet!,Rebecca MacKinnon,186,342,158,323,52,68,18,67,12,36,6,17,20,3,1308
979,Maajid Nawaz: A global culture to fight extremism,Maajid Nawaz,57,21,135,42,42,208,253,281,266,33,5,21,25,8,1397
980,"Tim Harford: Trial, error and the God complex",Tim Harford,132,878,730,243,439,79,91,208,446,66,54,86,28,28,3508
